Plaintext,Ciphertext
 semisup,deb89c902fd29e4d
ervised ,25b167bd147d8aa7
921 Viny,a3c5aee429551f0c
als  Kai,56cb75d3bb39383b
ser el a,6cdb916a3ad50697
l 2014 3,ff2188999c125a54
7 semisu,a5989b814516dd51
pervised,a12758508ee49c4c
 921 Tra,b40153f7154c271d
nsformer,dc59fc09507d5d1c
 4 layer,98db256dc607825b
s semisu,adfb0cd017c989f9
pervised,a12758508ee49c4c
 927 Luo,afc591be1e576c3b
ng et al,ca26d343d995b750
 2015 23,1429823b7ccf2ae3
 multita,64d7741e78239c0d
sk 930 D,b504e6dc5f2f1bfc
yer et a,4fd87bdeeafb1913
l 2016 8,2bba1cc6f0e8d1e7
 generat,8bb45d020d942fbe
ive 933 ,5943497b463c938c
increase,16f196abe83fba0d
d the ma,159b3d73174bbcb7
ximum ou,3f572f42d096b1e0
tput len,d1829e89df51fc81
gth to i,b6e20878b2462361
nput len,158152ab9f8e1aa6
gth  300,92dc1ca3bae10842
 We used,b2cbc6bdf645f959
 a beam ,864e8404867aad09
size of ,5eb17a75d932a243
21and 03,d180ff07da3e3faa
 for bot,a27a02c6b695b672
h WSJ on,31409d54bc07f442
ly and t,3652fba0d2e40cdb
he semis,dcb98e5df062685b
upervise,f433ead987d05f02
d settin,0ae0607d6570a6e9
g Our re,cc165f262b3bdd56
sults in,be64c39d28eb74f8
 Table 4,f3693528f3932334
 show th,695adfef09e10a1a
at despi,7f6de1dacc7d7fe2
te the l,574e52fecea21d27
ack of t,4e3892be3b10e8b5
askspeci,ffaa2b19c94bcc02
fic tuni,83d0efbe7e60430c
ng our m,7458f9fbd1ae8c32
odel per,387ed4aa1349dd8c
forms su,35c95bfd3f131a67
r prisin,ecaa790ff432bb71
gly well,9e97059c66a97510
 yieldin,109e98d5bf2962e6
g better,dcce911938ed2282
 results,15701239e017afa0
 than al,b1bd808f2d5d08c2
l previo,97dd4dde15969acb
usly rep,2b63807698d7d58a
orted mo,82a272ce746acaf0
dels wit,5df5a90ddc80333d
h the ex,d147cf14e4813dd0
ception ,be41a466baa44f29
of the R,1be99e31d7e082d8
ecurrent,c4b7ebe149e852fb
 Neural ,935d1083e392cb10
Network ,d0015a158e46d37b
Grammar ,714ad67542883e48
8 In con,b502adb06a52a5d4
trast to,9408f550f9818ad7
 RNN seq,28eb736de8ce07a6
uencetos,45007e9e167524ed
equence ,ec3e99c6b5b8d167
models  ,498a6144021d57f2
37 the T,4c03bbfa3994ba50
ransform,200925ec50274440
er outpe,9b7302e8ba3547f1
rforms t,ff28918f03e7d831
he Berke,793c8e4a36abc03e
ley Pars,2856ef6cdd05dd64
er 29 ev,1fe3e1d5861170f2
en when ,1c105b1b91230ce1
training,1fc0e75b48dd96bb
 only on,150637a15fcec131
 the WSJ,d6619982baebb4b6
 trainin,162279f7069b0ed2
g set of,c4bd3cc58d5bb6aa
 40K sen,3227043ee1caa6c1
tences 7,b5a82763b0d8adaa
 Conclus,a1414960fb52d388
ion In t,954a69258a088921
his work,18c79910af1ed62c
 we pres,b17083c12e3380e4
ented th,e38c87aa440ed32a
e Transf,1bf5be4fd0bc54c4
ormer th,fcc2d9c24d2a05b3
e first ,24d5eb45657f2697
sequence,fbec94ea3ff9c4b9
 transdu,a8ffa673cee19ee4
ction mo,b8ec711e8596f8f2
del base,a5f25848c5ef9f97
d entire,caad63b085061164
ly on at,8d60bc1ef2e50ffe
tention ,464d50c98f99a9cc
replacin,7d217509412eef27
g the re,e6c7479bbb5ecc9c
current ,4c364534a186c927
layers m,a6400ff6acdef55a
ost comm,af08c861499fbd02
only use,3a683d9bd26900aa
d in enc,a0fe8710fe816b5e
oderdeco,1e2ca45f815b5f88
der arch,9c7aea66ad0b50d3
itecture,e24fa398cd631bc2
s with m,1bed5a66db1efa6a
ultihead,1e599b16f98f912b
ed selfa,2a65a19bfb7ae8cf
ttention,1256dfa50ed0448a
 For tra,839ea72d9ef6a8d4
nslation,300fa0be570e9b62
 tasks t,303035748a535ee6
he Trans,f11720426a07cfbd
former c,832f93068a73698e
an be tr,30b78c95699040d4
ained si,3bfcd3b450ff101c
gnifican,f2ecc7ff9a0d2365
tly fast,98f44616475997f0
er than ,3d8819cadfc23e55
architec,ad58e04638e83f93
tures ba,3334ce8b4ddf1e98
sed on r,91ff31da7a67a797
ecurrent,c4b7ebe149e852fb
 or conv,fb99fa58a31a1916
olutiona,1da97e1f8afa5e74
l layers,d6809eafd85bdc45
 On both,160b95ba5c1ef995
 WMT 201,80bc8177003cff48
4 Englis,06336440c20491a9
htoGerma,c33f86151cc22f85
n and WM,f0f314991f8e5289
T 2014 E,805644d5639714b0
nglishto,11950e0112029ae0
French t,c38c1820aed86100
ranslati,b0678fa28197311e
on tasks,c25f8d236ea87a1a
 we achi,3444f652f0b303f6
eve a ne,c3117dc5f145f98d
w state ,9de4bafcb51d67a5
of the a,d994350c1b2ec472
rt In th,3fb0d768d17bdbb8
e former,57f5f5e0b3222603
 task ou,d316f48ece86ac8d
r best m,6877aee532b50d6f
odel out,06e66a4d7e004280
performs,169ab5de732fc8a8
 even al,97c4706a9bd77ea2
l previo,97dd4dde15969acb
usly rep,2b63807698d7d58a
orted en,3f18f30dfff118ba
sembles ,1e4d5f82c16e656d
We are e,a5ab1117ed92d223
xcited a,e0def9aca5428bb8
bout the,d49f0c88738b2ae9
 future ,f9ebf28f4dbd7c3c
of atten,087ee5bfe87b3ec7
tionbase,8f359265d712c9d4
d models,79af2b307bdf0510
 and pla,e606a923c6be868e
n to app,df6df15a8148fdcd
ly them ,a151c5b993a3a3e4
to other,3cdf8cfecaf7bf25
 tasks W,275d1278e95c4f28
e plan t,8461b60ddf0a9b87
o extend,8e8401ad95ad8849
 the Tra,9b6d4fea824ac62f
nsformer,dc59fc09507d5d1c
 to prob,20930415b64d4d80
lems inv,a274f772fc4c14cb
olving i,2eacf43fad331b02
nput and,bcbb9a327250113e
 output ,1cc779dca32ce7a2
modaliti,78b20cbf6c7fe469
es other,5a74664e260ae950
 than te,c8edc6ba12061db4
xt and t,c7d1079ce06058e4
o invest,9be15f118aa59305
igate lo,d4e22f95caee2b5b
cal rest,b3c05ae1be191a6c
ricted a,1b9dc795aa6b5673
ttention,1256dfa50ed0448a
 mechani,bc558c75e498dac2
sms to e,0dd2e30c816dbddd
fficient,c2fe2f629d78d171
ly handl,0d8e8f1b7b4c0db5
e large ,ee1fe01c8f514d98
inputs a,2a47e4c2fb1f19bc
nd outpu,a4e0f6cf30d29019
ts such ,656c9d3d15fecc53
as image,311aa440ffbe329c
s audio ,74e9d2973fabab88
and vide,327c35f74500052e
o Making,5982467bfd84ac28
 generat,8bb45d020d942fbe
ion less,d105aedb571c722d
 sequent,bff1155e0998d65f
ial is a,398259b712785c9f
nother r,77fd2088cb1b7de0
esearch ,fe67204d033c0b25
goals of,b7c92602f8dea3a4
 ours Th,54d2babb95652ed2
e code w,86184ab81204d21e
e used t,b7ce5f9f8eaaf377
o train ,f1af37670f7c489a
and eval,5330c6f34eab7601
uate our,b891dfdd84736859
 models ,d9f0c2d2f2e3d2ae
is avail,6c835365920a00e5
able at ,769b04b24485d01f
httpsgit,0204d549ae5d3e6a
hubcom t,d98eec39f3891293
ensorflo,034ba391e2f67dee
wtensor2,99c38475b4facb37
tensor  ,0e6af011a5a3eef1
Acknowle,c6d6f6846394c47c
dgements,14ea86bcbc351944
 We are ,e9220e28c999a7f2
grateful,0051262ebca42030
 to Nal ,f1f3e3526c6d8556
Kalchbre,82285930b4ef137e
nner and,f04ceb3d6834199b
 Stephan,6d96eb0d3e1f1fb4
 Gouws f,daae5724201040e7
or their,68dc3470ad349c20
 fruitfu,c6eb186b944c5e6b
l commen,1bc324d6c3973fd6
ts corre,19c56564018299f2
ctions a,e6f7c6b8659e23a0
nd inspi,5eaafbf8e47bc510
ration R,30a88702f9e73c44
eference,fbcd435eabb7db66
s 1Jimmy,e7ea0c3641501e3b
 Lei Ba ,25a5fd10c98fd00d
Jamie Ry,daf2be7bd3ff3d59
an Kiros,6225797a1a43b0aa
 and Geo,307bde38b8839162
ffrey E ,00d8d093eab25af5
Hinton L,6100090715015eb9
ayer nor,adbf15fb00d2a147
malizati,671072bf0f3e9c15
on arXiv,674893fad87ab4ba
 preprin,53803bd21bcfb53c
t arXiv1,ccae598a5230fded
60706450,c240cd5656e6290b
  2016 2,7973c31cb4577505
Dzmitry ,a724c9c5816bdc32
Bahdanau,98af5b30b67b4e6b
 Kyunghy,f65aba95afce0b5a
un Cho a,fa00c5af5309bfd8
nd Yoshu,28a6ee4d2a0600ac
a Bengio,87046977a45ed0a1
 Neural ,935d1083e392cb10
machine ,7e2ba1949eed651b
translat,fdcfee8b170d5c1d
ion by j,d92ac1b56fadd62e
ointly l,5faa163f30585aba
earning ,20e7627998db18bd
to align,24835d3569bb0c29
 and tra,f286cd684cb01506
nslate C,23d12b8f896ba6c7
oRR  abs,5804c7e10554a895
14090473,21c68f008b7eca08
 2014 3D,23c8c105682d5615
enny Bri,ce2c0c12b2e464aa
tz Anna ,f4c7e48a30861af3
Goldie M,11995184f9834247
inhThang,003c6f1931e520a5
 Luong a,8429b9de81e20ffc
nd Quoc ,5428a5c8ac1cf6bd
V  Le Ma,42e35dfb541e9bb9
ssive ex,ba94a7d1bfc836c0
ploratio,59f38cbaa00d2e49
n of neu,b893b14330e5adc3
ral mach,6378b7d9014d34f3
ine tran,5eba030332124f00
slation ,a0ce583f78498269
architec,ad58e04638e83f93
tures Co,73f8ba7314efa1e8
RR  abs1,dfac327c8282c387
70303906,aeac30cc53dfa934
 2017 4J,a3179184418af99e
ianpeng ,27606b307e0d7953
Cheng Li,f0d9abb5913fd824
 Dong an,ad69f9a299f61298
d Mirell,65778a18f183662c
a Lapata,f254ea74f488d93e
 Long sh,cc29e84457d8034d
ortterm ,b0b6d2ccffa3d582
memoryne,626a92887922e883
tworks f,45af4e6c760f93df
or machi,211992215c33779f
ne readi,f63c3ad964cff603
ng arXiv,214c19e20552d6ea
 preprin,53803bd21bcfb53c
t arXiv1,ccae598a5230fded
60106733,41927e3a2e814e21
  2016 1,b02fe5ab01a2183a
05Kyungh,03199b7f4b315ce6
yun Cho ,e89139808b31d9b8
Bart van,f06a90c0d594fbe7
 Merrien,c154b12ae6e8d2d1
boer Cag,d63558f1b097f14c
lar Gulc,d33f39488c1f57af
ehre Fet,7817d5f29157c3a0
hi Bouga,4f386419f091a14c
res Holg,08e9fb23fbb33f6b
er Schwe,f6d9aae386dbd26b
nk and Y,37967441eda19052
oshua Be,e3be8ed9c1afd606
ngio Lea,2f81446e554905cc
rning ph,c64f84aee10f86c0
rase rep,a1dff6f9433547e8
resentat,02eff80b552df6b5
ions usi,9a675f67e35a7e93
ng rnn e,29111d3b15cf8b1b
ncoderde,65a2815cd3eae620
coder fo,fecc8a6c96197ed6
r statis,48c4bab7cbbaf075
tical ma,53dfda1734aa38de
chine tr,a5c11b1ce1a8657f
anslatio,a176c9437394dc46
n CoRR  ,ee2f607c84208147
abs14061,414f7e90ab12d162
078 2014,55fb5a0c1f6581de
 6Franco,621bc533af2797e9
is Choll,eea79f4ce74116f0
et Xcept,37209a39bb244098
ion Deep,ff89ccbf7fb7fdab
 learnin,00a73ef559699658
g with d,fc101630bbead0f9
epthwise,ce2cbb8710d4736f
 separab,1dbafa6b1a8d8114
le convo,a1ffaa7f7f22db00
lutions ,95f9beb1c147f564
arXiv pr,5cb19321e22b18ef
eprint a,00005091e51351e7
rXiv1610,7c2dfe217cd915bc
02357  2,762a6c69b3be8c7d
016 7Jun,515645d08b516506
young Ch,bdb1bfc18356dae1
ung agla,fe65b251cf4087a4
r Glehre,3640331cc7615792
 Kyunghy,f65aba95afce0b5a
un Cho a,fa00c5af5309bfd8
nd Yoshu,28a6ee4d2a0600ac
a Bengio,87046977a45ed0a1
 Empiric,0b4aaa5a5567648c
al evalu,ed5cd53f1c926995
ation of,4bad1155f635ca86
 gated r,8aee8ca0844bb137
ecurrent,c4b7ebe149e852fb
 neural ,92b3a5171f1fd6bc
networks,83fbe20c6e733e9e
 on sequ,33ef7748309193b7
ence mod,2959611c36f21552
eling Co,27ece723692cf142
RR  abs1,dfac327c8282c387
4123555 ,942c9822e88c2fe1
2014 8Ch,58875b6dc8e10d0a
ris Dyer,9059d51509e07e82
 Adhigun,564b52b8685a793e
a Kuncor,b90a0a313edb0bc1
o Miguel,1a05b0804c02dd9b
 Ballest,cc4d2fc086b3282d
eros and,82572f9f6c2dba5c
 Noah A ,9f2eb30c2ead650d
Smith Re,336747ddcfee79f5
current ,4c364534a186c927
neural n,a58c0848506924cb
etwork g,2ed2661721f61067
rammars ,052ded699ddb9ae5
In Proc ,e402f6a52abbc40d
of NAACL,dbab8ca92f3c06b0
  2016 9,02f83858705970cb
Jonas Ge,eb8009e71c5d0bbf
hring Mi,2d9085e82e00316b
chael Au,dbd13ae438df7a16
li David,3d9743e84caa74af
 Grangie,21b329df4376642a
r Denis ,9fa81ffc0277c4b1
Yarats a,33c17f322c7b7843
nd Yann ,4b4a0726ca44a7e7
N Dauphi,a9f87fc071d781f2
n Convol,0d713b7719fba183
u tional,d4a2d2fb83893b7f
 sequenc,a95b63d282ddbb7f
e to seq,4ba8de64832d042b
uence le,1a5c37aed7346209
arning a,66c8619d2cba7a87
rXiv pre,78304d4d9578dd06
print ar,894f7839c6869e99
Xiv17050,9a4dfc14afc77133
3122v2  ,724a73a524104baf
2017 10 ,f886578f3634b33c
Alex Gra,f53fe399ae6390ff
ves Gene,4495a124a1b7d76c
rating s,ade47eafc119da25
equences,3aa5bfd5a49d015d
 with re,62fb32e315399427
current ,4c364534a186c927
neural n,a58c0848506924cb
etworks ,457db824a8cf2709
arXiv pr,5cb19321e22b18ef
eprint a,00005091e51351e7
rXiv1308,663f3310b9f33185
0850  20,7941e38499d4be87
13 11 Ka,3b8418aac4fac2b7
iming He,ec03f6db2789879b
 Xiangyu,892841021611741e
 Zhang S,f3423942c6762126
haoqing ,ea9b39994e14e2b4
Ren and ,53837dd403d31de7
Jian Sun,f45013e1b7141509
 Deep re,b883f9929c6acd81
sidual l,9dc8b822d9629166
earning ,20e7627998db18bd
for im a,8b90ef0ac602d392
ge recog,0d26da31fc7b89f6
nition I,2b951bee06d37e61
n Procee,38e1bef338bc47fa
dings of,62a977e86bd7d35e
 the IEE,9d3c9aba54c70c27
E Confer,8c9073d336e325a4
ence on ,2ed3cf05ba8259d0
Computer,be26776c7ea64edb
 Vision ,954712e39349b73e
and Patt,68a60dcf21a76982
ern Reco,29b69dd38f203e46
gnition ,5263d893425f3210
 pages 7,e575d589277d164a
70778 20,6f70383f52f2eb43
16 12 Se,04d44c597229a26b
pp Hochr,6301c1ecabeff5a4
eiter Yo,d6c869a1533e8f55
shua Ben,03baec91e4a38708
gio Paol,3133c252ed2d8f10
o Frasco,387d05b8b066cbda
ni and J,f1a77c297a5579db
rgen Sch,0d61777bf79f997f
midhuber,ad7c3e0aee2fcfa9
 Gradien,a487864f854784dd
t flow i,0a9203b7c5ede8fd
n recurr,4b7fa3a7775649f7
ent nets,e7e813286dc553c7
 the dif,6c3aa6766d5f5b31
ficulty ,18c73d1b504055e7
of learn,28a477321e2f0699
ing long,7d03f0c7d9f2fd8a
term dep,2662a1c51f5efb15
endencie,b5ea953bd40f70b6
s 2001 1,892205331ed29f47
3 Sepp H,f55d961dbd8f896b
ochreite,7668a4eb013ad49c
r and Jr,ee8d424e9792314c
gen Schm,e98e05304b99f4fc
idhuber ,c2e8603add6a5f58
Long sho,dce7de2b165b1964
rtterm m,16e171987d03a373
emory Ne,a6c1aa7f703e84b3
ural com,f899f66f94747486
putation,54b99937a0ac0e2b
  981735,b9144ca721a94bf4
1780 199,fe742656f44fb4fc
7 14 Zho,5cce3a947288df73
ngqiang ,b895ce8babc44dc3
Huang an,ab0842fdf00dbfea
d Mary H,b8986e4b6d07c421
arper Se,65d91adc9982594c
lftraini,5aa7035a17db6351
ng PCFG ,a4b0acc0969a288a
grammars,6e71b6b8fd96269e
 with la,a622561cd9a8a484
tent ann,b8089a3ec7e755f5
otations,b871de550c53736c
 across ,1c1d4e4e177020e0
language,1d0e6d47f27e5aae
s In Pro,b0cf1d0658a725bd
ceedings,5ae5afc9e78a67b9
 of the ,f66494a636e8cde4
2009 Con,b795b1cbcec4c8b8
ference ,043065bca3567b1e
on Empir,afc57f664844166e
ical Met,dd9df03552e3dcd5
hods in ,58481cd5e8b30f1e
Natural ,ec2ca9b16533d904
Language,03522b4544bff137
 Process,e72a170e3c384275
ing  pag,d1775a39224e156d
es 83284,6abc206116ed4dfc
1 ACL Au,3299f56eee15f94a
gust 200,cb22feb0f53598eb
9 15 Raf,c12052bc6acc7fd1
al Jozef,12ab77bb240b52a6
owicz Or,93591a85f1101df7
iol Viny,e47f4391c65c8730
als Mike,3c66a45f658b1ea8
 Schuste,72a7a32278388dd6
r Noam S,876648c7715e810b
hazeer a,d629b0ca31c01894
nd Yongh,1d79933a2ec0ab0e
ui Wu Ex,705bd48fefd58a3a
ploring ,d8c705014752788b
the limi,fb9bd26b7cd86c06
ts of la,e603e92d93cfb9ab
nguage m,c504ac2fff9ff96d
odeling ,1877a3bd34dc12fa
arXiv pr,5cb19321e22b18ef
eprint a,00005091e51351e7
rXiv1602,33691818dc728c63
02410  2,fff6d61617f09ad1
016 16 u,597d2089d6cd59ad
kasz Kai,5c22e861098b9fb0
ser and ,286ce9018cbc57dd
Samy Ben,5ac25193727659fc
gio Can ,00189a465ef3c3a2
active m,f51d40fde9d48a43
emory re,405f59cd3fe10ddb
place at,7bff5e64eaf7ea9c
tention ,464d50c98f99a9cc
In Advan,e8021812c7723f29
ces in N,d6cf14e6ae67c534
eural In,70d41ce199012d12
formatio,d18c9e73713e6190
n Proces,87b077987b6947a1
sing Sys,1fb206c4987eeead
tems NIP,4092cfab4625e106
S  2016 ,e2174fc7aa763b65
17 ukasz,3be4a4c1a2ee861c
 Kaiser ,4c20b47357420916
and Ilya,1ea165dc78d29a84
 Sutskev,f095751a3bf7b188
er Neura,8f463b54bb8815a6
l GPUs l,4a8a778776570a6b
earn alg,5dc8c3c2cdb9c2c5
orithms ,9c6c96a9847ed61e
In Inter,966b632ea178846f
national,4c80bcae64bb08d5
 Confere,b75fe83b730ce57c
nce on L,196ec04bbbd65232
earning ,20e7627998db18bd
Represen,36f763e5b8efc679
tations ,2a214b1e2a6e2248
ICLR  20,e7e95e5e5c756ac8
16 18 Na,1e965e28729c9a89
l Kalchb,d45e09ad7d41b318
renner L,6d013bc61a45a553
asse Esp,a3418f4e37d23b2a
eholt Ka,32aa5a234831ae13
ren Simo,34b59c34f5ff48d6
nyan Aar,b86ad9e1b2a14555
on van d,8be65f9d415e7e5b
en Oord ,3d1c1f8076983449
Alex Gra,f53fe399ae6390ff
ves and ,589a25588e5afa97
Ko ray K,d2f48cbda74b3438
avukcuog,fb5eff69420c2466
lu Neura,288dd3ae1337a46b
l machin,765101cd727b9e0c
e transl,e89822e70480dec0
ation in,df7d8c2b4455c53e
 linear ,df5a00a8a2206227
time arX,b5a18ac43566bf50
iv prepr,30934754ca9d6d83
int arXi,bf66d17c56084785
v1610100,a284330395a630f3
99v2  20,64d94cdecdab42da
17 19 Yo,01d14539a1882360
on Kim C,1ba8116bf8192dec
arl Dent,aec1ba8248a0c9d6
on Luong,14fb45031bda6d90
 Hoang a,0173a9ae322f0209
nd Alexa,d1987d0b2b710939
nder M R,888c50ed6d9cc6fd
ush Stru,8bcb2c42fa7d9544
ctured a,6b9b15c90e1394ec
ttention,1256dfa50ed0448a
 network,45a315ecb660b36b
s InInte,033563fc1b094268
rnationa,355dce94e0703795
l Confer,6cc6d8bdc055d75e
ence on ,2ed3cf05ba8259d0
Learning,7a7a446123a3491e
 Represe,132dba5c66b527b0
ntations,633e706e8db3028e
  2017 2,8beaf7e5342b3f81
0 Dieder,f73cd9d90b05ff7a
ik Kingm,916bb98ef97996bb
a and Ji,032060e1c7488c36
mmy Ba A,0b836ae340ca80cb
dam A me,bd654942749016dd
thod for,32c903361a1a457a
 stochas,c37436630257bc0a
tic opti,73262e22afcbd27d
mization,df094d62494edda5
 In ICLR,848883ee429ca794
  2015 2,8c3a0dcf867a66fe
1 Oleksi,2e1a32501bf698da
i Kuchai,ee3a636a665ccf30
ev and B,a903f4dc48f2464a
oris Gin,ad6dc9498a800f02
sburg Fa,aaa359f1455d6bae
ctorizat,3d662a6cd8028009
ion tric,2e87ec23ed012b6f
ks for L,6680b17b3a17e301
STM netw,3e16f8e67605565b
orks arX,5717ba1db70bd7b0
iv prepr,30934754ca9d6d83
int arXi,bf66d17c56084785
v1703107,d06200113098655f
22  2017,73cefd8381575b03
 22 Zhou,d1d9a0ce9916107b
han Lin ,f4666756c82f1dc7
Minwei F,f70007d9baff2dec
eng Cice,d5a4bfb2df71606f
ro Nogue,b618335d0c45d2df
ira dos ,4e688e10c6ac0b35
Santos M,90a487c5e5fe8c3a
o Yu Bin,70d207d02018a4b8
g Xiang ,42cf2ff91e86c70c
Bowen Zh,ffb3cecf7fe74d1d
ou and Y,8abc92ca75828e1e
oshua Be,e3be8ed9c1afd606
ngio A s,f52a86633bf953d4
tructure,fca8806ae0d5c234
d selfat,7a61c1adf03421ed
tentive ,9e6cf02502846889
sentence,8576ea6c43ab41f0
 embeddi,2352156771f9b1e6
ng arXiv,214c19e20552d6ea
 preprin,53803bd21bcfb53c
t arXiv1,ccae598a5230fded
70303130,a8afd212f90e494b
  2017 2,8beaf7e5342b3f81
3 MinhTh,95ad18b50d51353c
ang Luon,f980b2b3fcbe4cd0
g Quoc V,e683fcdea38ed9fc
  Le Ily,f31562f25dc32bd4
a Sutske,07528e284b75f74b
ver Orio,55d3a8feddec5562
l Vinyal,c8d8022bbb14d1a4
s and Lu,26f94279cb51fe4d
kasz Kai,5c22e861098b9fb0
ser Mult,44ee250828d762b6
itask se,a7592ec344f8c4f5
quence t,dcafbb36c2aca827
o sequen,16cc974648e0d281
ce learn,413f379d0a097992
ing arXi,c394cd76a97d2ce8
v prepri,6e70e2d0716369da
nt arXiv,4789e0c98dd1d88e
15110611,48c13501426c47fd
4  2015 ,4881b1574a874bac
24 MinhT,7243b490980f3954
hang Luo,b99fdc7110947555
ng Hieu ,e7ac25cda9c5e6e4
Pham and,14018025271b2de5
 Christo,1e4c564091f994cb
pher D M,6cd1c6388eb91aa7
anning E,89a78482fd80cbd5
ffective,3000478f08d3b7e1
 approac,0cbc419904e84c32
hes to a,493ae85de8273ea1
ttention,1256dfa50ed0448a
 based n,9a9ef17ad927b792
eural ma,9ed3219ee2a6209e
chine tr,a5c11b1ce1a8657f
anslatio,a176c9437394dc46
n arXiv ,c2afcc892249c78d
preprint,4e777952c807bbf2
 arXiv15,6d4ad872e96b4f89
0804025 ,5c3e99d385d2b2ad
 2015 11,b4f4017fb8b0dc0a
25 Mitch,2b05fb4565dbc9c3
ell P Ma,34398c5ee3e80862
rcus Mar,103c4b80fe1542be
y Ann Ma,902891d9ea79a938
rcinkiew,d0c8764fac26fd1c
icz and ,e7bd2dc2989fae01
Beatrice,e06ad20d8ef58225
 Santori,44c53508a0a87113
ni Build,d97750d151fedc33
ing a la,5e912993e05fad2d
rge anno,bd5e709deb29d806
tated co,798b2867af6c962f
rpus of ,807cef08b3860906
english ,1ebf25b0274d53fe
The penn,a5c43dc7eba51d89
 treeban,b40f238e5b0fbce2
k Comput,5cbbbe31fb589884
ational ,39022ab2737532b0
linguist,263895372817a283
ics  192,29083a480b284d91
313330 1,3a3b9627335f98e4
993 26 D,093485a577ab2eb6
avid McC,f489556a03aaeb3e
losky Eu,022eb7cf7d91d1da
gene Cha,e18a9b341fa38a86
rniak an,ba0b01c3208f35c3
d Mark J,7b696c6459a83e27
ohnson E,2b69d7e6e7fcc146
ffective,3000478f08d3b7e1
 selftra,dac8e9479f108d89
ining fo,398f7e346db9fd83
r parsin,6afce8a3d9e175df
g In Pro,cdb5424e85f8d1cc
ceedings,5ae5afc9e78a67b9
 of the ,f66494a636e8cde4
Human La,a9acf8ca2cdb0e20
nguage T,eba4742b7abf4264
echnolog,57d8db95d54cb646
y Confer,56a247d6adda4ff3
ence of ,3f53000fdac8cdd7
the NAAC,79774ecc6dbc0cd7
L Main C,a3c36e87d3933d79
onferenc,c4692a7596d264c6
e  pages,c1081bdf91123a06
 152159 ,df6a9d5645c3cd76
ACL June,96ce36114f6fc80f
 2006 27,6bb46780ddd30e40
 Ankur P,8b1e1ef1d67e2a8b
arikh Os,91da01b9172cd805
car Tcks,3bf1ad43749166e1
trm Dipa,5caf5a17c8d965ec
njan Das,d52146148c3214de
 and Jak,1b7cb2b90b50be1e
ob Uszko,0ec0a3bdcc744107
reit A d,4ca5039fbad3e657
ecomposa,8fe4acd2ca62a0c6
ble atte,1709dfc6d1e10c2e
ntion mo,ca26dca25dfcb7df
del In E,a33c58fb9f7695f5
mpirical,75d311b36e5d2bdc
 Methods,41063df3153d5f74
 in Natu,2eb8fcd752993803
ral Lang,944e39724c87a4a4
uage Pro,7d3ba123ecb51dad
cessing ,4f7d0eedf8b5ce49
 2016 28,e26353e2dd3e169a
 Romain ,a31cee005d29fcc5
Paulus C,84263dc143c10059
aiming X,f1536ee4bb96c1df
iong and,96a5da17d58a48b5
 Richard,55326f84bb0be77a
 Socher ,42f26d145f601f06
A deep r,18eff18633f2c219
einforce,79c7bca9b6b3d8d8
d model ,fe789dab3a4e0c0b
for abst,ef6a4bb6144ea1a9
ractive ,9b95b721d6be04c7
summariz,3eea36f8758abe4e
ation ar,a9c553fe375f53b8
Xiv prep,014576d1adbc6195
rint arX,7e67898173561b07
iv170504,e8c4de4c85f073db
304  201,d7892bef9dc7e720
7 29 Sla,478f20acf2ea4a97
v Petrov,b3b3f45c466c361d
 Leon Ba,eb28666730925dbb
rrett Ro,be9a5c220413f5b6
main Thi,1f0532fc79f7866c
baux and,a91cdedca83fd5a9
 Dan Kle,aba73174cce30328
in Learn,19cc8e9f8268e4dc
ing accu,85c55ceaf77460ac
rate com,7cd6620791904e57
pact and,8475d840d0b74940
 interpr,0afe88b7df3fa938
etable t,cfe987b69a858c7b
ree anno,6467597623291a89
tation I,d8fd0b72651a5117
n Procee,38e1bef338bc47fa
dings of,62a977e86bd7d35e
 the 21s,cddea4418fab4627
t Intern,e2a471129f5e04d0
ational ,39022ab2737532b0
Conferen,f4685d75032eb2e0
ce on Co,ea7b90b1d88fb941
mputatio,13559d32d2ac33eb
nal Ling,588da7a4ac6893dd
uistics ,36b82174faec0b68
and 44th,955aebf65c43960e
 Annual ,7d600982948fe9ea
Meeting ,f8a4c5debd087f25
of the A,0557d18e4b346b1f
CL  page,268f66dd0e7d412a
s 433440,3339219b8ff9ab1c
 ACL Jul,66337a7a473a7c08
y 2006 3,12b9f4d8b36589c8
0 Ofir P,8ead6336458e2c88
ress and,db8c43fa277adcb6
 Lior Wo,b8d6d4c2fcbc7f6d
lf Using,8e5e424ecb177ccd
 the out,64a2c9ebf6cdebe5
put embe,ea25b5491fb790e3
dding to,800b67ab55d219de
 improve,15931b7ded28029b
 languag,7f7bd48e6e40b762
e models,037848cf4c1804a3
 arXiv p,7da34a0acc254858
reprint ,36d4f5b6f664d529
arXiv160,fded3c0506d8e4b0
805859  ,141be36542aae937
2016 31 ,9c4edeb001f2d96d
Rico Sen,1fd95634a88191b6
nrich Ba,f9d3c133e4fc61ea
rry Hadd,93f4ae7067f7ffda
ow and A,c0953c0fe7de5b90
lexandra,eda076451e68aa1f
 Birch N,f15a0465d02fffa8
eural ma,9ed3219ee2a6209e
chine tr,a5c11b1ce1a8657f
anslatio,a176c9437394dc46
n of rar,e1f70b96d4ed556e
e words ,869b729fdcdb5d92
with sub,ad5190364d6e3642
